source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0039,Net,Software,USES,T1124,System Time Discovery,Technique,The <code>net time</code> command can be used in [Net](https://attack.mitre.org/software/S0039) to determine the local or remote system time.(Citation: TechNet Net Time)
S0056,Net Crawler,Software,USES,T1003.001,LSASS Memory,Technique,[Net Crawler](https://attack.mitre.org/software/S0056) uses credential dumpers such as [Mimikatz](https://attack.mitre.org/software/S0002) and [Windows Credential Editor](https://attack.mitre.org/software/S0005) to extract cached credentials from Windows systems.(Citation: Cylance Cleaver)
S0056,Net Crawler,Software,USES,T1110.002,Password Cracking,Technique,[Net Crawler](https://attack.mitre.org/software/S0056) uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.(Citation: Cylance Cleaver)
S0056,Net Crawler,Software,USES,T1021.002,SMB/Windows Admin Shares,Technique,[Net Crawler](https://attack.mitre.org/software/S0056) uses Windows admin shares to establish authenticated sessions to remote systems over SMB as part of lateral movement.(Citation: Cylance Cleaver)
S0056,Net Crawler,Software,USES,T1569.002,Service Execution,Technique,[Net Crawler](https://attack.mitre.org/software/S0056) uses [PsExec](https://attack.mitre.org/software/S0029) to perform remote service manipulation to execute a copy of itself as part of lateral movement.(Citation: Cylance Cleaver)
S0033,NetTraveler,Software,USES,T1010,Application Window Discovery,Technique,[NetTraveler](https://attack.mitre.org/software/S0033) reports window names along with keylogger information to provide application context.(Citation: Kaspersky NetTraveler)
S0033,NetTraveler,Software,USES,T1056.001,Keylogging,Technique,[NetTraveler](https://attack.mitre.org/software/S0033) contains a keylogger.(Citation: Kaspersky NetTraveler)
S0457,Netwalker,Software,USES,T1486,Data Encrypted for Impact,Technique,"[Netwalker](https://attack.mitre.org/software/S0457) can encrypt files on infected machines to extort victims.(Citation: TrendMicro Netwalker May 2020)	"
S0457,Netwalker,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,"[Netwalker](https://attack.mitre.org/software/S0457)'s PowerShell script can decode and decrypt multiple layers of obfuscation, leading to the [Netwalker](https://attack.mitre.org/software/S0457) DLL being loaded into memory.(Citation: Sophos Netwalker May 2020)"
S0457,Netwalker,Software,USES,T1562.001,Disable or Modify Tools,Technique,[Netwalker](https://attack.mitre.org/software/S0457) can detect and terminate active security software-related processes on infected systems.(Citation: TrendMicro Netwalker May 2020)(Citation: Sophos Netwalker May 2020)
S0457,Netwalker,Software,USES,T1055.001,Dynamic-link Library Injection,Technique,"The [Netwalker](https://attack.mitre.org/software/S0457) DLL has been injected reflectively into the memory of a legitimate running process.(Citation: TrendMicro Netwalker May 2020)	"
S0457,Netwalker,Software,USES,T1105,Ingress Tool Transfer,Technique,Operators deploying [Netwalker](https://attack.mitre.org/software/S0457) have used psexec and certutil to retrieve the [Netwalker](https://attack.mitre.org/software/S0457) payload.(Citation: Sophos Netwalker May 2020)
S0457,Netwalker,Software,USES,T1490,Inhibit System Recovery,Technique,[Netwalker](https://attack.mitre.org/software/S0457) can delete the infected system's Shadow Volumes to prevent recovery.(Citation: TrendMicro Netwalker May 2020)(Citation: Sophos Netwalker May 2020)
S0457,Netwalker,Software,USES,T1570,Lateral Tool Transfer,Technique,Operators deploying [Netwalker](https://attack.mitre.org/software/S0457) have used psexec to copy the [Netwalker](https://attack.mitre.org/software/S0457) payload across accessible systems.(Citation: Sophos Netwalker May 2020)
S0457,Netwalker,Software,USES,T1112,Modify Registry,Technique,[Netwalker](https://attack.mitre.org/software/S0457) can add the following registry entry: <code>HKEY_CURRENT_USER\SOFTWARE\{8 random characters}</code>.(Citation: TrendMicro Netwalker May 2020)
S0457,Netwalker,Software,USES,T1106,Native API,Technique,[Netwalker](https://attack.mitre.org/software/S0457) can use Windows API functions to inject the ransomware DLL.(Citation: TrendMicro Netwalker May 2020)
S0457,Netwalker,Software,USES,T1027,Obfuscated Files or Information,Technique,"[Netwalker](https://attack.mitre.org/software/S0457)'s PowerShell script has been obfuscated with multiple layers including base64 and hexadecimal encoding and XOR-encryption, as well as obfuscated PowerShell functions and variables. [Netwalker](https://attack.mitre.org/software/S0457)'s DLL has also been embedded within the PowerShell script in hex format.(Citation: TrendMicro Netwalker May 2020)(Citation: Sophos Netwalker May 2020)"
S0457,Netwalker,Software,USES,T1059.001,PowerShell,Technique,"[Netwalker](https://attack.mitre.org/software/S0457) has been written in PowerShell and executed directly in memory, avoiding detection.(Citation: TrendMicro Netwalker May 2020)(Citation: Sophos Netwalker May 2020)"
S0457,Netwalker,Software,USES,T1518.001,Security Software Discovery,Technique,"[Netwalker](https://attack.mitre.org/software/S0457) can detect and terminate active security software-related processes on infected systems.(Citation: TrendMicro Netwalker May 2020)	"
S0457,Netwalker,Software,USES,T1569.002,Service Execution,Technique,Operators deploying [Netwalker](https://attack.mitre.org/software/S0457) have used psexec and certutil to retrieve the [Netwalker](https://attack.mitre.org/software/S0457) payload.(Citation: Sophos Netwalker May 2020)
S0457,Netwalker,Software,USES,T1489,Service Stop,Technique,"[Netwalker](https://attack.mitre.org/software/S0457) can terminate system processes and services, some of which relate to backup software.(Citation: TrendMicro Netwalker May 2020)"
S0457,Netwalker,Software,USES,T1082,System Information Discovery,Technique,[Netwalker](https://attack.mitre.org/software/S0457) can determine the system architecture it is running on to choose which version of the DLL to use.(Citation: TrendMicro Netwalker May 2020)
S0457,Netwalker,Software,USES,T1059.003,Windows Command Shell,Technique,Operators deploying [Netwalker](https://attack.mitre.org/software/S0457) have used batch scripts to retrieve the [Netwalker](https://attack.mitre.org/software/S0457) payload.(Citation: Sophos Netwalker May 2020)
S0457,Netwalker,Software,USES,T1047,Windows Management Instrumentation,Technique,"[Netwalker](https://attack.mitre.org/software/S0457) can use WMI to delete Shadow Volumes.(Citation: TrendMicro Netwalker May 2020)	"
S0508,Ngrok,Software,USES,T1568.002,Domain Generation Algorithms,Technique,[Ngrok](https://attack.mitre.org/software/S0508) can provide DGA for C2 servers through the use of random URL strings that change every 12 hours.(Citation: Zdnet Ngrok September 2018)
S0508,Ngrok,Software,USES,T1567,Exfiltration Over Web Service,Technique,[Ngrok](https://attack.mitre.org/software/S0508) has been used by threat actors to configure servers for data exfiltration.(Citation: MalwareBytes Ngrok February 2020)
S0508,Ngrok,Software,USES,T1572,Protocol Tunneling,Technique,[Ngrok](https://attack.mitre.org/software/S0508) can tunnel RDP and other services securely over internet connections.(Citation: FireEye Maze May 2020)(Citation: Cyware Ngrok May 2019)(Citation: MalwareBytes Ngrok February 2020)(Citation: Trend Micro Ngrok September 2020)
S0508,Ngrok,Software,USES,T1090,Proxy,Technique,[Ngrok](https://attack.mitre.org/software/S0508) can be used to proxy connections to machines located behind NAT or firewalls.(Citation: MalwareBytes Ngrok February 2020)(Citation: Zdnet Ngrok September 2018)
S0508,Ngrok,Software,USES,T1102,Web Service,Technique,[Ngrok](https://attack.mitre.org/software/S0508) has been used by threat actors to proxy C2 connections to ngrok service subdomains.(Citation: Zdnet Ngrok September 2018)
S0118,Nidiran,Software,USES,T1105,Ingress Tool Transfer,Technique,[Nidiran](https://attack.mitre.org/software/S0118) can download and execute files.(Citation: Symantec Backdoor.Nidiran)
S0118,Nidiran,Software,USES,T1036.004,Masquerade Task or Service,Technique,"[Nidiran](https://attack.mitre.org/software/S0118) can create a new service named msamger (Microsoft Security Accounts Manager), which mimics the legitimate Microsoft database by the same name.(Citation: Symantec Backdoor.Nidiran)(Citation: Microsoft SAM)"
S0118,Nidiran,Software,USES,T1543.003,Windows Service,Technique,[Nidiran](https://attack.mitre.org/software/S0118) can create a new service named msamger (Microsoft Security Accounts Manager).(Citation: Symantec Backdoor.Nidiran)
S0359,Nltest,Software,USES,T1482,Domain Trust Discovery,Technique,[Nltest](https://attack.mitre.org/software/S0359) may be used to enumerate trusted domains by using commands such as <code>nltest /domain_trusts</code>.(Citation: Nltest Manual)(Citation: Fortinet TrickBot)
S0359,Nltest,Software,USES,T1018,Remote System Discovery,Technique,[Nltest](https://attack.mitre.org/software/S0359) may be used to enumerate remote domain controllers using options such as <code>/dclist</code> and <code>/dsgetdc</code>.(Citation: Nltest Manual)
S0359,Nltest,Software,USES,T1016,System Network Configuration Discovery,Technique,[Nltest](https://attack.mitre.org/software/S0359) may be used to enumerate the parent domain of a local machine using <code>/parentdomain</code>.(Citation: Nltest Manual)
S0368,NotPetya,Software,USES,T1070.001,Clear Windows Event Logs,Technique,[NotPetya](https://attack.mitre.org/software/S0368) uses <code>wevtutil</code> to clear the Windows event logs.(Citation: Talos Nyetya June 2017)(Citation: US District Court Indictment GRU Unit 74455 October 2020)
S0368,NotPetya,Software,USES,T1486,Data Encrypted for Impact,Technique,[NotPetya](https://attack.mitre.org/software/S0368) encrypts user files and disk structures like the MBR with 2048-bit RSA.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)(Citation: US District Court Indictment GRU Unit 74455 October 2020)
S0368,NotPetya,Software,USES,T1210,Exploitation of Remote Services,Technique,"[NotPetya](https://attack.mitre.org/software/S0368) can use two exploits in SMBv1, EternalBlue and EternalRomance, to spread itself to other remote systems on the network.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)(Citation: US District Court Indictment GRU Unit 74455 October 2020)"
S0368,NotPetya,Software,USES,T1083,File and Directory Discovery,Technique,[NotPetya](https://attack.mitre.org/software/S0368) searches for files ending with dozens of different file extensions prior to encryption.(Citation: US District Court Indictment GRU Unit 74455 October 2020)
S0368,NotPetya,Software,USES,T1003.001,LSASS Memory,Technique,[NotPetya](https://attack.mitre.org/software/S0368) contains a modified version of [Mimikatz](https://attack.mitre.org/software/S0002) to help gather credentials that are later used for lateral movement.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)(Citation: NCSC Joint Report Public Tools)
S0368,NotPetya,Software,USES,T1078.003,Local Accounts,Technique,[NotPetya](https://attack.mitre.org/software/S0368) can use valid credentials with [PsExec](https://attack.mitre.org/software/S0029) or <code>wmic</code> to spread itself to remote systems.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)
S0368,NotPetya,Software,USES,T1036,Masquerading,Technique,[NotPetya](https://attack.mitre.org/software/S0368) drops [PsExec](https://attack.mitre.org/software/S0029) with the filename dllhost.dat.(Citation: Talos Nyetya June 2017)
S0368,NotPetya,Software,USES,T1218.011,Rundll32,Technique,[NotPetya](https://attack.mitre.org/software/S0368) uses <code>rundll32.exe</code> to install itself on remote systems when accessed via [PsExec](https://attack.mitre.org/software/S0029) or <code>wmic</code>.(Citation: Talos Nyetya June 2017)
S0368,NotPetya,Software,USES,T1021.002,SMB/Windows Admin Shares,Technique,"[NotPetya](https://attack.mitre.org/software/S0368) can use [PsExec](https://attack.mitre.org/software/S0029), which interacts with the <code>ADMIN$</code> network share to execute commands on remote systems.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)(Citation: PsExec Russinovich)"
S0368,NotPetya,Software,USES,T1053.005,Scheduled Task,Technique,[NotPetya](https://attack.mitre.org/software/S0368) creates a task to reboot the system one hour after infection.(Citation: Talos Nyetya June 2017)
S0368,NotPetya,Software,USES,T1518.001,Security Software Discovery,Technique,[NotPetya](https://attack.mitre.org/software/S0368) determines if specific antivirus programs are running on an infected host machine.(Citation: US District Court Indictment GRU Unit 74455 October 2020)
S0368,NotPetya,Software,USES,T1569.002,Service Execution,Technique,[NotPetya](https://attack.mitre.org/software/S0368) can use [PsExec](https://attack.mitre.org/software/S0029) to help propagate itself across a network.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)
S0368,NotPetya,Software,USES,T1529,System Shutdown/Reboot,Technique,[NotPetya](https://attack.mitre.org/software/S0368) will reboot the system one hour after infection.(Citation: Talos Nyetya June 2017)(Citation: US District Court Indictment GRU Unit 74455 October 2020)
S0368,NotPetya,Software,USES,T1047,Windows Management Instrumentation,Technique,[NotPetya](https://attack.mitre.org/software/S0368) can use <code>wmic</code> to help propagate itself across a network.(Citation: Talos Nyetya June 2017)(Citation: US-CERT NotPetya 2017)
S0138,OLDBAIT,Software,USES,T1555,Credentials from Password Stores,Technique,[OLDBAIT](https://attack.mitre.org/software/S0138) collects credentials from several email clients.(Citation: FireEye APT28)
S0138,OLDBAIT,Software,USES,T1555.003,Credentials from Web Browsers,Technique,"[OLDBAIT](https://attack.mitre.org/software/S0138) collects credentials from Internet Explorer, Mozilla Firefox, and Eudora.(Citation: FireEye APT28)"
S0138,OLDBAIT,Software,USES,T1071.003,Mail Protocols,Technique,[OLDBAIT](https://attack.mitre.org/software/S0138) can use SMTP for C2.(Citation: FireEye APT28)
S0138,OLDBAIT,Software,USES,T1036.005,Match Legitimate Name or Location,Technique,"[OLDBAIT](https://attack.mitre.org/software/S0138) installs itself in <code>%ALLUSERPROFILE%\\Application Data\Microsoft\MediaPlayer\updatewindws.exe</code>; the directory name is missing a space and the file name is missing the letter ""o.""(Citation: FireEye APT28)"
S0138,OLDBAIT,Software,USES,T1027,Obfuscated Files or Information,Technique,[OLDBAIT](https://attack.mitre.org/software/S0138) obfuscates internal strings and unpacks them at startup.(Citation: FireEye APT28)
S0138,OLDBAIT,Software,USES,T1071.001,Web Protocols,Technique,[OLDBAIT](https://attack.mitre.org/software/S0138) can use HTTP for C2.(Citation: FireEye APT28)
S0165,OSInfo,Software,USES,T1087.002,Domain Account,Technique,[OSInfo](https://attack.mitre.org/software/S0165) enumerates local and domain users(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1069.002,Domain Groups,Technique,[OSInfo](https://attack.mitre.org/software/S0165) specifically looks for Domain Admins and power users within the domain.(Citation: Symantec Buckeye) 
S0165,OSInfo,Software,USES,T1087.001,Local Account,Technique,[OSInfo](https://attack.mitre.org/software/S0165) enumerates local and domain users(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1069.001,Local Groups,Technique,[OSInfo](https://attack.mitre.org/software/S0165) has enumerated the local administrators group.(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1135,Network Share Discovery,Technique,[OSInfo](https://attack.mitre.org/software/S0165) discovers shares on the network(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1012,Query Registry,Technique,[OSInfo](https://attack.mitre.org/software/S0165) queries the registry to look for information about Terminal Services.(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1018,Remote System Discovery,Technique,[OSInfo](https://attack.mitre.org/software/S0165) performs a connection test to discover remote systems in the network(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1082,System Information Discovery,Technique,[OSInfo](https://attack.mitre.org/software/S0165) discovers information about the infected machine.(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1016,System Network Configuration Discovery,Technique,[OSInfo](https://attack.mitre.org/software/S0165) discovers the current domain information.(Citation: Symantec Buckeye)
S0165,OSInfo,Software,USES,T1049,System Network Connections Discovery,Technique,[OSInfo](https://attack.mitre.org/software/S0165) enumerates the current network connections similar to <code> net use </code>.(Citation: Symantec Buckeye)
S0402,OSX/Shlayer,Software,USES,T1176,Browser Extensions,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) can install malicious Safari browser extensions to serve ads.(Citation: Intego Shlayer Apr 2018)(Citation: Malwarebytes Crossrider Apr 2018)
S0402,OSX/Shlayer,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) can base64-decode and AES-decrypt downloaded payloads.(Citation: Carbon Black Shlayer Feb 2019)
S0402,OSX/Shlayer,Software,USES,T1548.004,Elevated Execution with Prompt,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) can escalate privileges to root by asking the user for credentials.(Citation: Carbon Black Shlayer Feb 2019)
S0402,OSX/Shlayer,Software,USES,T1564.001,Hidden Files and Directories,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) executes a .command script from a hidden directory in a mounted DMG.(Citation: Carbon Black Shlayer Feb 2019)
S0402,OSX/Shlayer,Software,USES,T1222.002,Linux and Mac File and Directory Permissions Modification,Technique,"[OSX/Shlayer](https://attack.mitre.org/software/S0402) can use the <code>chmod</code> utility to set a .app file as executable, and the <code>spctl</code> application to disable Gatekeeper protection for a downloaded file.(Citation: Carbon Black Shlayer Feb 2019).(Citation: Carbon Black Shlayer Feb 2019)"
S0402,OSX/Shlayer,Software,USES,T1204.002,Malicious File,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) relies on users mounting and executing a malicious DMG file.(Citation: Carbon Black Shlayer Feb 2019)(Citation: Intego Shlayer Feb 2018)
S0402,OSX/Shlayer,Software,USES,T1036.005,Match Legitimate Name or Location,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) can masquerade as a Flash Player update.(Citation: Carbon Black Shlayer Feb 2019)(Citation: Intego Shlayer Feb 2018)
S0402,OSX/Shlayer,Software,USES,T1082,System Information Discovery,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) can collect the macOS version and IOPlatformUUID.(Citation: Carbon Black Shlayer Feb 2019)
S0402,OSX/Shlayer,Software,USES,T1059.004,Unix Shell,Technique,[OSX/Shlayer](https://attack.mitre.org/software/S0402) can use bash scripts to check the macOS version and download payloads.(Citation: Carbon Black Shlayer Feb 2019)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1560,Archive Collected Data,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) scrambles and encrypts data using AES256 before sending it to the C2 server.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1005,Data from Local System,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has the ability to upload files from a compromised host..(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1070.004,File Deletion,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has a command to delete a file from the system.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1553.001,Gatekeeper Bypass,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can delete the file quarantine attribute.(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1564.001,Hidden Files and Directories,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) sets the main loader file’s attributes to hidden.(Citation: TrendMicro MacOS April 2018)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1105,Ingress Tool Transfer,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has a command to download and execute a file on the victim’s machine.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1543.001,Launch Agent,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can create a persistence file in the folder <code>/Library/LaunchAgents</code>.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1543.004,Launch Daemon,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can create a persistence file in the folder <code>/Library/LaunchDaemons</code>.(Citation: TrendMicro MacOS April 2018)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1036.004,Masquerade Task or Service,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has disguised its app bundle by adding special characters to the filename and using the icon for legitimate Word documents.(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1027,Obfuscated Files or Information,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) encrypts its strings in RSA256 and encodes them in a custom base64 scheme and XOR.(Citation: TrendMicro MacOS April 2018)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1059.001,PowerShell,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) uses PowerShell scripts.(Citation: TrendMicro MacOS April 2018)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1027.002,Software Packing,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has a variant that is packed with UPX.(Citation: ESET OceanLotus macOS April 2019)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1497.001,System Checks,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) has a variant that checks a number of system parameters to see if it is being run on real hardware or in a virtual machine environment.(Citation: ESET OceanLotus macOS April 2019)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1082,System Information Discovery,Technique,"[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) collects processor information, memory information, computer name, hardware UUID, serial number, and operating system version.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)"
S0352,OSX_OCEANLOTUS.D,Software,USES,T1016,System Network Configuration Discovery,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can collect the network interface MAC address on the infected host.(Citation: TrendMicro MacOS April 2018)(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1070.006,Timestomp,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can use the touch command to change timestamps.(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1059.004,Unix Shell,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can use shell script to execute malicious code.(Citation: Trend Micro MacOS Backdoor November 2020)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1059.005,Visual Basic,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) uses Word macros for execution.(Citation: TrendMicro MacOS April 2018)
S0352,OSX_OCEANLOTUS.D,Software,USES,T1071.001,Web Protocols,Technique,[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) can use HTTP POST and GET requests to send and receive C2 information.(Citation: Trend Micro MacOS Backdoor November 2020)
S0346,OceanSalt,Software,USES,T1070.004,File Deletion,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can delete files from the system.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1083,File and Directory Discovery,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can extract drive information from the endpoint and search files on the system.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1132.002,Non-Standard Encoding,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can encode data with a NOT operation before sending the data to the control server.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1057,Process Discovery,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can collect the name and ID for every process running on the system.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1566.001,Spearphishing Attachment,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) has been delivered via spearphishing emails with Microsoft Office attachments.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1082,System Information Discovery,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can collect the computer name from the system.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1016,System Network Configuration Discovery,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can collect the victim’s IP address.(Citation: McAfee Oceansalt Oct 2018)
S0346,OceanSalt,Software,USES,T1059.003,Windows Command Shell,Technique,[OceanSalt](https://attack.mitre.org/software/S0346) can create a reverse shell on the infected endpoint using cmd.exe.(Citation: McAfee Oceansalt Oct 2018) [OceanSalt](https://attack.mitre.org/software/S0346) has been executed via malicious macros.(Citation: McAfee Oceansalt Oct 2018)
S0340,Octopus,Software,USES,T1083,File and Directory Discovery,Technique,[Octopus](https://attack.mitre.org/software/S0340) collects information on the Windows directory and searches for compressed RAR files on the host.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1105,Ingress Tool Transfer,Technique,[Octopus](https://attack.mitre.org/software/S0340) can upload and download files to and from the victim’s machine.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1113,Screen Capture,Technique,[Octopus](https://attack.mitre.org/software/S0340) can capture screenshots of the victims’ machine.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1132.001,Standard Encoding,Technique,[Octopus](https://attack.mitre.org/software/S0340) encodes C2 communications in Base64.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1082,System Information Discovery,Technique,"[Octopus](https://attack.mitre.org/software/S0340) collects system drive information, the computer name, and the size of the disk.(Citation: Securelist Octopus Oct 2018)"
S0340,Octopus,Software,USES,T1016,System Network Configuration Discovery,Technique,[Octopus](https://attack.mitre.org/software/S0340) collects the host IP address from the victim’s machine.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1033,System Owner/User Discovery,Technique,[Octopus](https://attack.mitre.org/software/S0340) collects the username from the victim’s machine.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1071.001,Web Protocols,Technique,[Octopus](https://attack.mitre.org/software/S0340) uses HTTP for C2 communications.(Citation: Securelist Octopus Oct 2018)
S0340,Octopus,Software,USES,T1047,Windows Management Instrumentation,Technique,[Octopus](https://attack.mitre.org/software/S0340) uses wmic.exe for local discovery information.(Citation: Securelist Octopus Oct 2018)
S0439,Okrum,Software,USES,T1560.003,Archive via Custom Method,Technique,[Okrum](https://attack.mitre.org/software/S0439) has used a custom implementation of AES encryption to encrypt collected data.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1560.001,Archive via Utility,Technique,[Okrum](https://attack.mitre.org/software/S0439) was seen using a RAR archiver tool to compress/decompress data.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1003.005,Cached Domain Credentials,Technique,[Okrum](https://attack.mitre.org/software/S0439) was seen using modified Quarks PwDump to perform credential dumping.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1140,Deobfuscate/Decode Files or Information,Technique,"[Okrum](https://attack.mitre.org/software/S0439)'s loader can decrypt the backdoor code, embedded within the loader or within a legitimate PNG file. A custom XOR cipher or RC4 is used for decryption.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1041,Exfiltration Over C2 Channel,Technique,Data exfiltration is done by [Okrum](https://attack.mitre.org/software/S0439) using the already opened channel with the C2 server.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1090.002,External Proxy,Technique,"[Okrum](https://attack.mitre.org/software/S0439) can identify proxy servers configured and used by the victim, and use it to make HTTP requests to C2 its server.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1070.004,File Deletion,Technique,[Okrum](https://attack.mitre.org/software/S0439)'s backdoor deletes files after they have been successfully uploaded to C2 servers.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1083,File and Directory Discovery,Technique,[Okrum](https://attack.mitre.org/software/S0439) has used DriveLetterView to enumerate drive information.(Citation: ESET Okrum July 2019)
S0439,Okrum,Software,USES,T1564.001,Hidden Files and Directories,Technique,"Before exfiltration, [Okrum](https://attack.mitre.org/software/S0439)'s backdoor has used hidden files to store logs and outputs from backdoor commands.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1105,Ingress Tool Transfer,Technique,"[Okrum](https://attack.mitre.org/software/S0439) has built-in commands for uploading, downloading, and executing files to the system.(Citation: ESET Okrum July 2019)"
S0439,Okrum,Software,USES,T1056.001,Keylogging,Technique,[Okrum](https://attack.mitre.org/software/S0439) was seen using a keylogger tool to capture keystrokes. (Citation: ESET Okrum July 2019)
