ID,name,description,url,created,last modified,version,platforms,aliases,type,contributors
S0578,SUPERNOVA,[SUPERNOVA](https://attack.mitre.org/software/S0578) is an in-memory web shell written in .NET C#. It was discovered in November 2020 during the investigation of [APT29](https://attack.mitre.org/groups/G0016)'s SolarWinds cyber operation but determined to be unrelated. Subsequent analysis suggests [SUPERNOVA](https://attack.mitre.org/software/S0578) may have been used by the China-based threat group SPIRAL.(Citation: Guidepoint SUPERNOVA Dec 2020)(Citation: Unit42 SUPERNOVA Dec 2020)(Citation: SolarWinds Advisory Dec 2020)(Citation: CISA Supernova Jan 2021)(Citation: Microsoft Analyzing Solorigate Dec 2020),https://attack.mitre.org/software/S0578,18-Feb-21,23-Apr-21,1,Windows,,Malware,
S0519,SYNful Knock,[SYNful Knock](https://attack.mitre.org/software/S0519) is a stealthy modification of the operating system of network devices that can be used to maintain persistence within a victim's network and provide new capabilities to the adversary.(Citation: FireEye - Synful Knock)(Citation: Cisco Synful Knock Evolution),https://attack.mitre.org/software/S0519,19-Oct-20,22-Oct-20,1,Network,,Malware,
S0464,SYSCON,[SYSCON](https://attack.mitre.org/software/S0464) is a backdoor that has been in use since at least 2017 and has been associated with campaigns involving North Korean themes. [SYSCON](https://attack.mitre.org/software/S0464) has been delivered by the [CARROTBALL](https://attack.mitre.org/software/S0465) and [CARROTBAT](https://attack.mitre.org/software/S0462) droppers.(Citation: Unit 42 CARROTBAT November 2018)(Citation: Unit 42 CARROTBAT January 2020),https://attack.mitre.org/software/S0464,2-Jun-20,15-Jun-20,1,Windows,,Malware,
S0074,Sakula,[Sakula](https://attack.mitre.org/software/S0074) is a remote access tool (RAT) that first surfaced in 2012 and was used in intrusions throughout 2015. (Citation: Dell Sakula),https://attack.mitre.org/software/S0074,31-May-17,30-Mar-20,1.1,Windows,"Sakurel, VIPER",Malware,
S0370,SamSam,"[SamSam](https://attack.mitre.org/software/S0370) is ransomware that appeared in early 2016. Unlike some ransomware, its variants have required operators to manually interact with the malware to execute some of its core components.(Citation: US-CERT SamSam 2018)(Citation: Talos SamSam Jan 2018)(Citation: Sophos SamSam Apr 2018)(Citation: Symantec SamSam Oct 2018)",https://attack.mitre.org/software/S0370,15-Apr-19,18-Apr-19,1,Windows,Samas,Malware,
S0053,SeaDuke,[SeaDuke](https://attack.mitre.org/software/S0053) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2014 to 2015. It was used primarily as a secondary backdoor for victims that were already compromised with [CozyCar](https://attack.mitre.org/software/S0046). (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0053,31-May-17,26-Apr-21,1.1,Windows,"SeaDaddy, SeaDesk",Malware,
S0345,Seasalt,[Seasalt](https://attack.mitre.org/software/S0345) is malware that has been linked to [APT1](https://attack.mitre.org/groups/G0006)'s 2010 operations. It shares some code similarities with [OceanSalt](https://attack.mitre.org/software/S0346).(Citation: Mandiant APT1 Appendix)(Citation: McAfee Oceansalt Oct 2018),https://attack.mitre.org/software/S0345,30-Jan-19,19-Mar-20,1.1,Windows,,Malware,
S0382,ServHelper,[ServHelper](https://attack.mitre.org/software/S0382) is a backdoor first observed in late 2018. The backdoor is written in Delphi and is typically delivered as a DLL file.(Citation: Proofpoint TA505 Jan 2019),https://attack.mitre.org/software/S0382,29-May-19,29-May-20,1.1,Windows,,Malware,
S0596,ShadowPad,"[ShadowPad](https://attack.mitre.org/software/S0596) is a modular backdoor that was first identified in a supply chain compromise of the NetSarang software in mid-July 2017. The malware was originally thought to be exclusively used by [APT41](https://attack.mitre.org/groups/G0096), but has since been observed to be used by various Chinese threat activity groups. (Citation: Recorded Future RedEcho Feb 2021)(Citation: Securelist ShadowPad Aug 2017)(Citation: Kaspersky ShadowPad Aug 2017) ",https://attack.mitre.org/software/S0596,23-Mar-21,26-Apr-21,1,Windows,POISONPLUG.SHADOW,Malware,
S0140,Shamoon,"[Shamoon](https://attack.mitre.org/software/S0140) is wiper malware that was first used by an Iranian group known as the ""Cutting Sword of Justice"" in 2012. Other versions known as Shamoon 2 and Shamoon 3 were observed in 2016 and 2018. [Shamoon](https://attack.mitre.org/software/S0140) has also been seen leveraging [RawDisk](https://attack.mitre.org/software/S0364) and Filerase to carry out data wiping tasks. The term Shamoon is sometimes used to refer to the group using the malware as well as the malware itself.(Citation: Palo Alto Shamoon Nov 2016)(Citation: Unit 42 Shamoon3 2018)(Citation: Symantec Shamoon 2012)(Citation: FireEye Shamoon Nov 2016)",https://attack.mitre.org/software/S0140,31-May-17,9-Feb-21,2.1,Windows,Disttrack,Malware,
S0546,SharpStage,[SharpStage](https://attack.mitre.org/software/S0546) is a .NET malware with backdoor capabilities.(Citation: Cybereason Molerats Dec 2020)(Citation: BleepingComputer Molerats Dec 2020),https://attack.mitre.org/software/S0546,22-Dec-20,28-Dec-20,1,Windows,,Malware,
S0444,ShimRat,"[ShimRat](https://attack.mitre.org/software/S0444) has been used by the suspected China-based adversary [Mofang](https://attack.mitre.org/groups/G0103) in campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development. The name ""[ShimRat](https://attack.mitre.org/software/S0444)"" comes from the malware's extensive use of Windows Application Shimming to maintain persistence. (Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/software/S0444,12-May-20,29-May-20,1,Windows,,Malware,
S0445,ShimRatReporter,"[ShimRatReporter](https://attack.mitre.org/software/S0445) is a tool used by suspected Chinese adversary [Mofang](https://attack.mitre.org/groups/G0103) to automatically conduct initial discovery. The details from this discovery are used to customize follow-on payloads (such as [ShimRat](https://attack.mitre.org/software/S0444)) as well as set up faux infrastructure which mimics the adversary's targets. [ShimRatReporter](https://attack.mitre.org/software/S0445) has been used in campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/software/S0445,12-May-20,27-May-20,1,Windows,,Tool,
S0589,Sibot,[Sibot](https://attack.mitre.org/software/S0589) is dual-purpose malware written in VBScript designed to achieve persistence on a compromised system as well as download and execute additional payloads. Microsoft discovered three [Sibot](https://attack.mitre.org/software/S0589) variants in early 2021 during its investigation of [APT29](https://attack.mitre.org/groups/G0016) and the SolarWinds cyber intrusion campaign.(Citation: MSTIC NOBELIUM Mar 2021),https://attack.mitre.org/software/S0589,12-Mar-21,20-Apr-21,1,Windows,,Malware,
S0007,Skeleton Key,[Skeleton Key](https://attack.mitre.org/software/S0007) is malware used to inject false credentials into domain controllers with the intent of creating a backdoor password. (Citation: Dell Skeleton) Functionality similar to [Skeleton Key](https://attack.mitre.org/software/S0007) is included as a module in [Mimikatz](https://attack.mitre.org/software/S0002).,https://attack.mitre.org/software/S0007,31-May-17,18-Mar-20,1.1,Windows,,Malware,
S0468,Skidmap,[Skidmap](https://attack.mitre.org/software/S0468) is a kernel-mode rootkit used for cryptocurrency mining.(Citation: Trend Micro Skidmap),https://attack.mitre.org/software/S0468,9-Jun-20,26-Jun-20,1,Linux,,Malware,
S0226,Smoke Loader,"[Smoke Loader](https://attack.mitre.org/software/S0226) is a malicious bot application that can be used to load other malware.
[Smoke Loader](https://attack.mitre.org/software/S0226) has been seen in the wild since at least 2011 and has included a number of different payloads. It is notorious for its use of deception and self-protection. It also comes with several plug-ins. (Citation: Malwarebytes SmokeLoader 2016) (Citation: Microsoft Dofoil 2018)",https://attack.mitre.org/software/S0226,18-Apr-18,28-Mar-20,1.2,Windows,Dofoil,Malware,
S0273,Socksbot,[Socksbot](https://attack.mitre.org/software/S0273) is a backdoor that  abuses Socket Secure (SOCKS) proxies. (Citation: TrendMicro Patchwork Dec 2017),https://attack.mitre.org/software/S0273,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0516,SoreFang,[SoreFang](https://attack.mitre.org/software/S0516) is first stage downloader used by [APT29](https://attack.mitre.org/groups/G0016) for exfiltration and to load other malware.(Citation: NCSC APT29 July 2020)(Citation: CISA SoreFang July 2016),https://attack.mitre.org/software/S0516,29-Sep-20,6-Oct-20,1,Windows,,Malware,
S0543,Spark,"
[Spark](https://attack.mitre.org/software/S0543) is a Windows backdoor and has been in use since as early as 2017.(Citation: Unit42 Molerat Mar 2020) ",https://attack.mitre.org/software/S0543,15-Dec-20,19-Apr-21,1,Windows,,Malware,
S0374,SpeakUp,[SpeakUp](https://attack.mitre.org/software/S0374) is a Trojan backdoor that targets both Linux and OSX devices. It was first observed in January 2019. (Citation: CheckPoint SpeakUp Feb 2019),https://attack.mitre.org/software/S0374,17-Apr-19,29-Mar-20,1.1,"Linux, macOS",,Malware,
S0058,SslMM,[SslMM](https://attack.mitre.org/software/S0058) is a full-featured backdoor used by [Naikon](https://attack.mitre.org/groups/G0019) that has multiple variants. (Citation: Baumgartner Naikon 2015),https://attack.mitre.org/software/S0058,31-May-17,18-Mar-20,1.1,Windows,,Malware,
S0188,Starloader,[Starloader](https://attack.mitre.org/software/S0188) is a loader component that has been observed loading [Felismus](https://attack.mitre.org/software/S0171) and associated tools. (Citation: Symantec Sowbug Nov 2017),https://attack.mitre.org/software/S0188,16-Jan-18,18-Mar-20,1.1,Windows,,Malware,"Alan Neville, @abnev"
S0380,StoneDrill,[StoneDrill](https://attack.mitre.org/software/S0380) is wiper malware discovered in destructive campaigns against both Middle Eastern and European targets in association with [APT33](https://attack.mitre.org/groups/G0064).(Citation: FireEye APT33 Sept 2017)(Citation: Kaspersky StoneDrill 2017),https://attack.mitre.org/software/S0380,14-May-19,30-Mar-20,1.1,Windows,DROPSHOT,Malware,
S0142,StreamEx,"[StreamEx](https://attack.mitre.org/software/S0142) is a malware family that has been used by [Deep Panda](https://attack.mitre.org/groups/G0009) since at least 2015. In 2016, it was distributed via legitimate compromised Korean websites. (Citation: Cylance Shell Crew Feb 2017)",https://attack.mitre.org/software/S0142,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0491,StrongPity,[StrongPity](https://attack.mitre.org/software/S0491) is an information stealing malware used by [PROMETHIUM](https://attack.mitre.org/groups/G0056).(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020),https://attack.mitre.org/software/S0491,20-Jul-20,15-Oct-20,1,Windows,,Malware,
S0018,Sykipot,[Sykipot](https://attack.mitre.org/software/S0018) is malware that has been used in spearphishing campaigns since approximately 2007 against victims primarily in the US. One variant of [Sykipot](https://attack.mitre.org/software/S0018) hijacks smart cards on victims. (Citation: Alienvault Sykipot DOD Smart Cards) The group using this malware has also been referred to as Sykipot. (Citation: Blasco 2013),https://attack.mitre.org/software/S0018,31-May-17,13-May-20,1.1,Windows,,Malware,
S0242,SynAck,[SynAck](https://attack.mitre.org/software/S0242) is variant of Trojan ransomware targeting mainly English-speaking users since at least fall 2017. (Citation: SecureList SynAck Doppelgänging May 2018) (Citation: Kaspersky Lab SynAck May 2018),https://attack.mitre.org/software/S0242,17-Oct-18,30-Mar-20,1.2,Windows,,Malware,
S0060,Sys10,[Sys10](https://attack.mitre.org/software/S0060) is a backdoor that was used throughout 2013 by [Naikon](https://attack.mitre.org/groups/G0019). (Citation: Baumgartner Naikon 2015),https://attack.mitre.org/software/S0060,31-May-17,18-Mar-20,1.1,Windows,,Malware,
S0096,Systeminfo,[Systeminfo](https://attack.mitre.org/software/S0096) is a Windows utility that can be used to gather detailed information about a computer. (Citation: TechNet Systeminfo),https://attack.mitre.org/software/S0096,31-May-17,17-Oct-18,1,Windows,Systeminfo,Tool,
S0098,T9000,"[T9000](https://attack.mitre.org/software/S0098) is a backdoor that is a newer variant of the T5000 malware family, also known as Plat1. Its primary function is to gather information about the victim. It has been used in multiple targeted attacks against U.S.-based organizations. (Citation: FireEye admin@338 March 2014) (Citation: Palo Alto T9000 Feb 2016)",https://attack.mitre.org/software/S0098,31-May-17,31-Mar-20,1.1,Windows,,Malware,
S0586,TAINTEDSCRIBE,[TAINTEDSCRIBE](https://attack.mitre.org/software/S0586) is a fully-featured beaconing implant integrated with command modules used by [Lazarus Group](https://attack.mitre.org/groups/G0032). It was first reported in May 2020.(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),https://attack.mitre.org/software/S0586,5-Mar-21,26-Apr-21,1,Windows,,Malware,"Daniyal Naeem, BT Security"
S0164,TDTESS,[TDTESS](https://attack.mitre.org/software/S0164) is a 64-bit .NET binary backdoor used by [CopyKittens](https://attack.mitre.org/groups/G0052). (Citation: ClearSky Wilted Tulip July 2017),https://attack.mitre.org/software/S0164,16-Jan-18,30-Mar-20,1.1,Windows,,Malware,
S0560,TEARDROP,[TEARDROP](https://attack.mitre.org/software/S0560) is a memory-only dropper that was discovered on some victim machines during investigations related to the 2020 SolarWinds cyber intrusion. It was likely used by [APT29](https://attack.mitre.org/groups/G0016) since at least May 2020.(Citation: FireEye SUNBURST Backdoor December 2020)(Citation: Microsoft Deep Dive Solorigate January 2021),https://attack.mitre.org/software/S0560,6-Jan-21,26-Apr-21,1.1,Windows,,Malware,
S0146,TEXTMATE,[TEXTMATE](https://attack.mitre.org/software/S0146) is a second-stage PowerShell backdoor that is memory-resident. It was observed being used along with [POWERSOURCE](https://attack.mitre.org/software/S0145) in February 2017. (Citation: FireEye FIN7 March 2017),https://attack.mitre.org/software/S0146,31-May-17,30-Mar-20,1.1,Windows,DNSMessenger,Malware,
S0131,TINYTYPHON,[TINYTYPHON](https://attack.mitre.org/software/S0131) is a backdoor  that has been used by the actors responsible for the MONSOON campaign. The majority of its code was reportedly taken from the MyDoom worm. (Citation: Forcepoint Monsoon),https://attack.mitre.org/software/S0131,31-May-17,17-Oct-18,1,Windows,,Malware,
S0436,TSCookie,[TSCookie](https://attack.mitre.org/software/S0436) is a remote access tool (RAT) that has been used by [BlackTech](https://attack.mitre.org/groups/G0098) in campaigns against Japanese targets.(Citation: JPCert TSCookie March 2018)(Citation: JPCert BlackTech Malware September 2019). [TSCookie](https://attack.mitre.org/software/S0436) has been referred to as [PLEAD](https://attack.mitre.org/software/S0435) though more recent reporting indicates a separation between the two.(Citation: JPCert PLEAD Downloader June 2018)(Citation: JPCert BlackTech Malware September 2019),https://attack.mitre.org/software/S0436,6-May-20,7-Jul-20,1,Windows,,Malware,"Tatsuya Daitoku, Cyber Defense Institute, Inc."
S0199,TURNEDUP,[TURNEDUP](https://attack.mitre.org/software/S0199) is a non-public backdoor. It has been dropped by [APT33](https://attack.mitre.org/groups/G0064)'s [StoneDrill](https://attack.mitre.org/software/S0380) malware. (Citation: FireEye APT33 Sept 2017) (Citation: FireEye APT33 Webinar Sept 2017),https://attack.mitre.org/software/S0199,18-Apr-18,9-Feb-21,1.1,Windows,,Malware,"Christiaan Beek, @ChristiaanBeek; Ryan Becwar"
S0263,TYPEFRAME,[TYPEFRAME](https://attack.mitre.org/software/S0263) is a remote access tool that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032). (Citation: US-CERT TYPEFRAME June 2018),https://attack.mitre.org/software/S0263,17-Oct-18,23-Jun-20,1.1,Windows,,Malware,
S0011,Taidoor,"[Taidoor](https://attack.mitre.org/software/S0011) is malware that has been used since at least 2010, primarily to target Taiwanese government organizations. (Citation: TrendMicro Taidoor)",https://attack.mitre.org/software/S0011,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0467,TajMahal,"[TajMahal](https://attack.mitre.org/software/S0467) is a multifunctional spying framework that has been in use since at least 2014. [TajMahal](https://attack.mitre.org/software/S0467) is comprised of two separate packages, named Tokyo and Yokohama, and can deploy up to 80 plugins.(Citation: Kaspersky TajMahal April 2019)",https://attack.mitre.org/software/S0467,8-Jun-20,15-Jun-20,1,Windows,,Malware,
S0057,Tasklist,The [Tasklist](https://attack.mitre.org/software/S0057) utility displays a list of applications and services with their Process IDs (PID) for all tasks running on either a local or a remote computer. It is packaged with Windows operating systems and can be executed from the command-line interface. (Citation: Microsoft Tasklist),https://attack.mitre.org/software/S0057,31-May-17,17-Oct-18,1,Windows,,Tool,
S0595,ThiefQuest,"[ThiefQuest](https://attack.mitre.org/software/S0595) is a virus, data stealer, and wiper that presents itself as ransomware targeting macOS systems. [ThiefQuest](https://attack.mitre.org/software/S0595) was first seen in 2020 distributed via trojanized pirated versions of popular macOS software on Russian forums sharing torrent links.(Citation: Reed thiefquest fake ransom) Even though [ThiefQuest](https://attack.mitre.org/software/S0595) presents itself as ransomware, since the dynamically generated encryption key is never sent to the attacker it may be more appropriately thought of as a form of wiper malware.(Citation: wardle evilquest partii)(Citation: reed thiefquest ransomware analysis)",https://attack.mitre.org/software/S0595,19-Mar-21,26-Apr-21,1,macOS,"EvilQuest, MacRansom.K",Malware,
S0004,TinyZBot,[TinyZBot](https://attack.mitre.org/software/S0004) is a bot written in C# that was developed by [Cleaver](https://attack.mitre.org/groups/G0003). (Citation: Cylance Cleaver),https://attack.mitre.org/software/S0004,31-May-17,21-Apr-21,1.1,Windows,,Malware,
S0183,Tor,"[Tor](https://attack.mitre.org/software/S0183) is a software suite and network that provides increased anonymity on the Internet. It creates a multi-hop proxy network and utilizes multilayer encryption to protect both the message and routing information. [Tor](https://attack.mitre.org/software/S0183) utilizes ""Onion Routing,"" in which messages are encrypted with multiple layers of encryption; at each step in the proxy network, the topmost layer is decrypted and the contents forwarded on to the next node until it reaches its destination. (Citation: Dingledine Tor The Second-Generation Onion Router)",https://attack.mitre.org/software/S0183,16-Jan-18,13-May-20,1.1,"Linux, Windows, macOS",,Tool,
S0266,TrickBot,"[TrickBot](https://attack.mitre.org/software/S0266) is a Trojan spyware program that has mainly been used for targeting banking sites in United States, Canada, UK, Germany, Australia, Austria, Ireland, London, Switzerland, and Scotland. TrickBot first emerged in the wild in September 2016 and appears to be a successor to [Dyre](https://attack.mitre.org/software/S0024). [TrickBot](https://attack.mitre.org/software/S0266) is developed in the C++ programming language. (Citation: S2 Grupo TrickBot June 2017) (Citation: Fidelis TrickBot Oct 2016) (Citation: IBM TrickBot Nov 2016)",https://attack.mitre.org/software/S0266,17-Oct-18,10-Apr-21,1.4,Windows,"TSPY_TRICKLOAD, Totbrick",Malware,"Cybereason Nocturnus, @nocturnus; Daniyal Naeem, BT Security; FS-ISAC; Omkar Gudhate"
S0094,Trojan.Karagany,[Trojan.Karagany](https://attack.mitre.org/software/S0094) is a modular remote access tool used for recon and linked to [Dragonfly](https://attack.mitre.org/groups/G0035) and [Dragonfly 2.0](https://attack.mitre.org/groups/G0074). The source code for [Trojan.Karagany](https://attack.mitre.org/software/S0094) originated from Dream Loader malware which was leaked in 2010 and sold on underground forums. (Citation: Symantec Dragonfly)(Citation: Secureworks Karagany July 2019)(Citation: Dragos DYMALLOY ),https://attack.mitre.org/software/S0094,31-May-17,14-Oct-20,2,Windows,"Karagany, xFrost",Malware,
S0001,Trojan.Mebromi,[Trojan.Mebromi](https://attack.mitre.org/software/S0001) is BIOS-level malware that takes control of the victim before MBR. (Citation: Ge 2011),https://attack.mitre.org/software/S0001,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0178,Truvasys,[Truvasys](https://attack.mitre.org/software/S0178) is first-stage malware that has been used by [PROMETHIUM](https://attack.mitre.org/groups/G0056). It is a collection of modules written in the Delphi programming language. (Citation: Microsoft Win Defender Truvasys Sep 2017) (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21),https://attack.mitre.org/software/S0178,16-Jan-18,18-Mar-20,1.1,Windows,,Malware,
S0116,UACMe,[UACMe](https://attack.mitre.org/software/S0116) is an open source assessment tool that contains many methods for bypassing Windows User Account Control on multiple versions of the operating system. (Citation: Github UACMe),https://attack.mitre.org/software/S0116,31-May-17,17-Oct-18,1,Windows,,Tool,
S0333,UBoatRAT,[UBoatRAT](https://attack.mitre.org/software/S0333) is a remote access tool that was identified in May 2017.(Citation: PaloAlto UBoatRAT Nov 2017),https://attack.mitre.org/software/S0333,29-Jan-19,30-Mar-20,1.1,Windows,,Malware,
S0275,UPPERCUT,[UPPERCUT](https://attack.mitre.org/software/S0275) is a backdoor that has been used by [menuPass](https://attack.mitre.org/groups/G0045). (Citation: FireEye APT10 Sept 2018),https://attack.mitre.org/software/S0275,17-Oct-18,30-Mar-20,1.1,Windows,ANEL,Malware,
S0136,USBStealer,[USBStealer](https://attack.mitre.org/software/S0136) is malware that has used by [APT28](https://attack.mitre.org/groups/G0007) since at least 2005 to extract information from air-gapped networks. It does not have the capability to communicate over the Internet and has been used in conjunction with [ADVSTORESHELL](https://attack.mitre.org/software/S0045). (Citation: ESET Sednit USBStealer 2014) (Citation: Kaspersky Sofacy),https://attack.mitre.org/software/S0136,31-May-17,18-Mar-20,1.1,Windows,"USB Stealer, Win32/USBStealer",Malware,
S0452,USBferry,"[USBferry](https://attack.mitre.org/software/S0452) is an information stealing malware and has been used by [Tropic Trooper](https://attack.mitre.org/groups/G0081) in targeted attacks against Taiwanese and Philippine air-gapped military environments. [USBferry](https://attack.mitre.org/software/S0452) shares an overlapping codebase with [YAHOYAH](https://attack.mitre.org/software/S0388), though it has several features which makes it a distinct piece of malware.(Citation: TrendMicro Tropic Trooper May 2020)",https://attack.mitre.org/software/S0452,20-May-20,16-Jun-20,1,Windows,,Malware,
S0221,Umbreon,A Linux rootkit that provides backdoor access and hides from defenders.,https://attack.mitre.org/software/S0221,18-Apr-18,1-Jul-20,1.1,Linux,,Malware,
S0130,Unknown Logger,"[Unknown Logger](https://attack.mitre.org/software/S0130) is a publicly released, free backdoor. Version 1.5 of the backdoor has been used by the actors responsible for the MONSOON campaign. (Citation: Forcepoint Monsoon)",https://attack.mitre.org/software/S0130,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0022,Uroburos,[Uroburos](https://attack.mitre.org/software/S0022) is a rootkit used by [Turla](https://attack.mitre.org/groups/G0010). (Citation: Kaspersky Turla),https://attack.mitre.org/software/S0022,31-May-17,17-Oct-18,1,Windows,,Malware,
S0386,Ursnif,"[Ursnif](https://attack.mitre.org/software/S0386) is a banking trojan and variant of the Gozi malware observed being spread through various automated exploit kits, [Spearphishing Attachment](https://attack.mitre.org/techniques/T1566/001)s, and malicious links.(Citation: NJCCIC Ursnif Sept 2016)(Citation: ProofPoint Ursnif Aug 2016) [Ursnif](https://attack.mitre.org/software/S0386) is associated primarily with data theft, but variants also include components (backdoors, spyware, file injectors, etc.) capable of a wide variety of behaviors.(Citation: TrendMicro Ursnif Mar 2015)",https://attack.mitre.org/software/S0386,4-Jun-19,23-Apr-21,1.3,Windows,"Dreambot, Gozi-ISFB, PE_URSNIF",Malware,
S0442,VBShower,"[VBShower](https://attack.mitre.org/software/S0442) is a backdoor that has been used by [Inception](https://attack.mitre.org/groups/G0100) since at least 2019. [VBShower](https://attack.mitre.org/software/S0442) has been used as a downloader for second stage payloads, including [PowerShower](https://attack.mitre.org/software/S0441).(Citation: Kaspersky Cloud Atlas August 2019)",https://attack.mitre.org/software/S0442,8-May-20,12-May-20,1,Windows,,Malware,
S0257,VERMIN,"[VERMIN](https://attack.mitre.org/software/S0257) is a remote access tool written in the Microsoft .NET framework. It is mostly composed of original code, but also has some open source code. (Citation: Unit 42 VERMIN Jan 2018)",https://attack.mitre.org/software/S0257,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0476,Valak,"[Valak](https://attack.mitre.org/software/S0476) is a multi-stage modular malware that can function as a standalone information stealer or downloader, first observed in 2019 targeting enterprises in the US and Germany.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)",https://attack.mitre.org/software/S0476,19-Jun-20,23-Nov-20,1.2,Windows,,Malware,"Cybereason Nocturnus, @nocturnus"
S0207,Vasport,[Vasport](https://attack.mitre.org/software/S0207) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Vasport May 2012),https://attack.mitre.org/software/S0207,18-Apr-18,6-Jan-21,1.1,Windows,,Malware,
S0180,Volgmer,"[Volgmer](https://attack.mitre.org/software/S0180) is a backdoor Trojan designed to provide covert access to a compromised system. It has been used since at least 2013 to target the government, financial, automotive, and media industries. Its primary delivery mechanism is suspected to be spearphishing. (Citation: US-CERT Volgmer Nov 2017)",https://attack.mitre.org/software/S0180,16-Jan-18,25-Mar-20,1.1,Windows,,Malware,
S0109,WEBC2,"[WEBC2](https://attack.mitre.org/software/S0109) is a family of backdoor malware used by [APT1](https://attack.mitre.org/groups/G0006) as early as July 2006. [WEBC2](https://attack.mitre.org/software/S0109) backdoors are designed to retrieve a webpage, with commands hidden in HTML comments or special tags, from a predetermined C2 server. (Citation: Mandiant APT1 Appendix)(Citation: Mandiant APT1)",https://attack.mitre.org/software/S0109,31-May-17,25-Aug-20,2,Windows,,Malware,Wes Hurd
S0155,WINDSHIELD,[WINDSHIELD](https://attack.mitre.org/software/S0155) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050). (Citation: FireEye APT32 May 2017),https://attack.mitre.org/software/S0155,14-Dec-17,17-Oct-18,1,Windows,,Malware,
S0219,WINERACK,[WINERACK](https://attack.mitre.org/software/S0219) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067). (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0219,18-Apr-18,17-Oct-18,1,Windows,,Malware,
S0366,WannaCry,"[WannaCry](https://attack.mitre.org/software/S0366) is ransomware that was first seen in a global attack during May 2017, which affected more than 150 countries. It contains worm-like features to spread itself across a computer network using the SMBv1 exploit EternalBlue.(Citation: LogRhythm WannaCry)(Citation: US-CERT WannaCry 2017)(Citation: Washington Post WannaCry 2017)(Citation: FireEye WannaCry 2017)",https://attack.mitre.org/software/S0366,25-Mar-19,13-May-20,1.1,Windows,"WCry, WanaCry, WanaCrypt, WanaCrypt0r",Malware,"Jan Miller, CrowdStrike"
S0579,Waterbear,"[Waterbear](https://attack.mitre.org/software/S0579) is modular malware attributed to [BlackTech](https://attack.mitre.org/groups/G0098) that has been used primarily for lateral movement, decrypting, and triggering payloads and is capable of hiding network behaviors.(Citation: Trend Micro Waterbear December 2019)",https://attack.mitre.org/software/S0579,22-Feb-21,24-Apr-21,1,Windows,,Malware,
S0515,WellMail,"[WellMail](https://attack.mitre.org/software/S0515) is a lightweight malware written in Golang used by [APT29](https://attack.mitre.org/groups/G0016), similar in design and structure to [WellMess](https://attack.mitre.org/software/S0514).(Citation: CISA WellMail July 2020)(Citation: NCSC APT29 July 2020)",https://attack.mitre.org/software/S0515,29-Sep-20,9-Oct-20,1,Windows,,Malware,"Josh Campbell, Cyborg Security, @cyb0rgsecur1ty"
S0514,WellMess,[WellMess](https://attack.mitre.org/software/S0514) is lightweight malware family with variants written in .NET and Golang that has been in use since at least 2018 by [APT29](https://attack.mitre.org/groups/G0016).(Citation: CISA WellMess July 2020)(Citation: PWC WellMess July 2020)(Citation: NCSC APT29 July 2020),https://attack.mitre.org/software/S0514,24-Sep-20,22-Mar-21,1,Windows,,Malware,"Daniyal Naeem, BT Security"
S0206,Wiarp,[Wiarp](https://attack.mitre.org/software/S0206) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Wiarp May 2012),https://attack.mitre.org/software/S0206,18-Apr-18,6-Jan-21,1.1,Windows,,Malware,
S0059,WinMM,"[WinMM](https://attack.mitre.org/software/S0059) is a full-featured, simple backdoor used by [Naikon](https://attack.mitre.org/groups/G0019). (Citation: Baumgartner Naikon 2015)",https://attack.mitre.org/software/S0059,31-May-17,30-Mar-20,1.1,Windows,,Malware,
